latitude,longitude,population,cluster,centroid
40      ,-74      ,1704      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,1159      ,24     ,40;-75
39      ,-76      ,609       ,24     ,40;-75
39      ,-76      ,7578      ,24     ,40;-75
40      ,-76      ,1789      ,24     ,40;-75
40      ,-74      ,12784     ,24     ,40;-75
40      ,-75      ,4282      ,24     ,40;-75
40      ,-74      ,429       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,3648      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,3152      ,24     ,40;-75
40      ,-74      ,9724      ,24     ,40;-75
39      ,-75      ,10620     ,24     ,40;-75
39      ,-75      ,1395      ,24     ,40;-75
40      ,-74      ,13295     ,24     ,40;-75
39      ,-74      ,3347      ,24     ,40;-75
40      ,-74      ,7063      ,24     ,40;-75
40      ,-75      ,2755      ,24     ,40;-75
39      ,-75      ,1264      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-76      ,612       ,24     ,40;-75
40      ,-74      ,9494      ,24     ,40;-75
39      ,-75      ,6072      ,24     ,40;-75
40      ,-74      ,2512      ,24     ,40;-75
39      ,-74      ,2135      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,7124      ,24     ,40;-75
40      ,-75      ,942       ,24     ,40;-75
40      ,-75      ,2637      ,24     ,40;-75
40      ,-75      ,7398      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,871       ,24     ,40;-75
40      ,-74      ,1622      ,24     ,40;-75
39      ,-75      ,1553      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,1828      ,24     ,40;-75
40      ,-76      ,1156      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,7473      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,4933      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,492       ,24     ,40;-75
40      ,-75      ,441       ,24     ,40;-75
40      ,-75      ,2391      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,303       ,24     ,40;-75
40      ,-74      ,195       ,24     ,40;-75
40      ,-74      ,2248      ,24     ,40;-75
40      ,-75      ,16269     ,24     ,40;-75
40      ,-75      ,22377     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,28043     ,24     ,40;-75
40      ,-75      ,8384      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,3887      ,24     ,40;-75
40      ,-75      ,3762      ,24     ,40;-75
40      ,-75      ,4554      ,24     ,40;-75
39      ,-75      ,6131      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,1041      ,24     ,40;-75
40      ,-74      ,6881      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,7716      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,22083     ,24     ,40;-75
39      ,-75      ,2989      ,24     ,40;-75
40      ,-75      ,4752      ,24     ,40;-75
39      ,-74      ,1885      ,24     ,40;-75
39      ,-76      ,2576      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,5163      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-76      ,1803      ,24     ,40;-75
39      ,-74      ,4243      ,24     ,40;-75
41      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-73      ,7122      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,13926     ,24     ,40;-75
38      ,-75      ,1060      ,24     ,40;-75
39      ,-75      ,4152      ,24     ,40;-75
40      ,-74      ,1076      ,24     ,40;-75
40      ,-75      ,1327      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,1055      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,1634      ,24     ,40;-75
40      ,-75      ,9286      ,24     ,40;-75
40      ,-75      ,1045      ,24     ,40;-75
40      ,-75      ,1090      ,24     ,40;-75
40      ,-75      ,2081      ,24     ,40;-75
39      ,-75      ,776       ,24     ,40;-75
39      ,-74      ,603       ,24     ,40;-75
40      ,-75      ,4178      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,1800      ,24     ,40;-75
40      ,-74      ,84913     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-76      ,3361      ,24     ,40;-75
40      ,-76      ,387       ,24     ,40;-75
40      ,-75      ,1225      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
38      ,-74      ,2134      ,24     ,40;-75
40      ,-75      ,326       ,24     ,40;-75
39      ,-75      ,9011      ,24     ,40;-75
39      ,-75      ,524       ,24     ,40;-75
40      ,-76      ,342       ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,7889      ,24     ,40;-75
39      ,-75      ,535       ,24     ,40;-75
40      ,-76      ,548       ,24     ,40;-75
40      ,-75      ,4138      ,24     ,40;-75
39      ,-74      ,1437      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
38      ,-75      ,207       ,24     ,40;-75
40      ,-74      ,4460      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,2274      ,24     ,40;-75
38      ,-75      ,1882      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
38      ,-75      ,1327      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,3631      ,24     ,40;-75
39      ,-75      ,1908      ,24     ,40;-75
39      ,-75      ,19371     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,1334      ,24     ,40;-75
39      ,-74      ,725       ,24     ,40;-75
40      ,-74      ,297       ,24     ,40;-75
39      ,-74      ,1409      ,24     ,40;-75
41      ,-74      ,841       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,1193      ,24     ,40;-75
40      ,-74      ,2585      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,1320      ,24     ,40;-75
40      ,-74      ,418       ,24     ,40;-75
40      ,-75      ,927       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,7040      ,24     ,40;-75
39      ,-75      ,264       ,24     ,40;-75
40      ,-74      ,5915      ,24     ,40;-75
40      ,-75      ,1257      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,2383      ,24     ,40;-75
40      ,-74      ,9726      ,24     ,40;-75
40      ,-74      ,37        ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,2693      ,24     ,40;-75
39      ,-74      ,2423      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-76      ,-999      ,24     ,40;-75
39      ,-75      ,1265      ,24     ,40;-75
39      ,-74      ,15567     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,6652      ,24     ,40;-75
40      ,-74      ,8728      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,6606      ,24     ,40;-75
40      ,-75      ,649       ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,1257      ,24     ,40;-75
39      ,-75      ,3055      ,24     ,40;-75
40      ,-76      ,326       ,24     ,40;-75
40      ,-74      ,2328      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,10344     ,24     ,40;-75
39      ,-75      ,14353     ,24     ,40;-75
40      ,-74      ,515       ,24     ,40;-75
40      ,-75      ,19936     ,24     ,40;-75
39      ,-75      ,2328      ,24     ,40;-75
40      ,-75      ,6177      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,5494      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,866       ,24     ,40;-75
39      ,-75      ,4545      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,2326      ,24     ,40;-75
39      ,-75      ,3821      ,24     ,40;-75
39      ,-75      ,4676      ,24     ,40;-75
40      ,-76      ,2816      ,24     ,40;-75
40      ,-75      ,3192      ,24     ,40;-75
39      ,-74      ,2235      ,24     ,40;-75
40      ,-75      ,2543      ,24     ,40;-75
40      ,-76      ,482       ,24     ,40;-75
40      ,-74      ,8707      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,18579     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,2945      ,24     ,40;-75
39      ,-75      ,2397      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
38      ,-74      ,136       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,8257      ,24     ,40;-75
39      ,-75      ,10789     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,1492      ,24     ,40;-75
40      ,-75      ,12455     ,24     ,40;-75
39      ,-76      ,12952     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,6417      ,24     ,40;-75
39      ,-75      ,1695      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,9339      ,24     ,40;-75
40      ,-75      ,11211     ,24     ,40;-75
39      ,-76      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,31454     ,24     ,40;-75
39      ,-74      ,14791     ,24     ,40;-75
40      ,-75      ,1809      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,10174     ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,6436      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
38      ,-75      ,374       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,12624     ,24     ,40;-75
40      ,-75      ,118032    ,24     ,40;-75
40      ,-75      ,4597      ,24     ,40;-75
39      ,-75      ,77344     ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,3742      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,664       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-76      ,1129      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,3290      ,24     ,40;-75
39      ,-75      ,784       ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,216       ,24     ,40;-75
40      ,-74      ,9920      ,24     ,40;-75
39      ,-75      ,13527     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-76      ,1056      ,24     ,40;-75
39      ,-75      ,18461     ,24     ,40;-75
40      ,-74      ,4554      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,12098     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-76      ,3861      ,24     ,40;-75
40      ,-75      ,5678      ,24     ,40;-75
40      ,-75      ,1233      ,24     ,40;-75
39      ,-74      ,5338      ,24     ,40;-75
39      ,-75      ,1484      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,3505      ,24     ,40;-75
39      ,-75      ,231       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,2386      ,24     ,40;-75
40      ,-74      ,280       ,24     ,40;-75
41      ,-74      ,7997      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,4041      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-76      ,-999      ,24     ,40;-75
40      ,-75      ,71        ,24     ,40;-75
40      ,-75      ,1375      ,24     ,40;-75
40      ,-74      ,2089      ,24     ,40;-75
40      ,-76      ,223       ,24     ,40;-75
39      ,-75      ,2584      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,448       ,24     ,40;-75
40      ,-73      ,30719     ,24     ,40;-75
40      ,-74      ,3924      ,24     ,40;-75
40      ,-75      ,2935      ,24     ,40;-75
40      ,-74      ,2577      ,24     ,40;-75
39      ,-75      ,2669      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,3074      ,24     ,40;-75
40      ,-75      ,3595      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,16440     ,24     ,40;-75
40      ,-75      ,175       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,6097      ,24     ,40;-75
41      ,-74      ,1178      ,24     ,40;-75
40      ,-75      ,2779      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,5         ,24     ,40;-75
40      ,-76      ,738       ,24     ,40;-75
39      ,-76      ,-999      ,24     ,40;-75
40      ,-75      ,74982     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,17613     ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,3758      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-76      ,-999      ,24     ,40;-75
39      ,-75      ,516       ,24     ,40;-75
38      ,-74      ,3226      ,24     ,40;-75
40      ,-74      ,242       ,24     ,40;-75
40      ,-75      ,3804      ,24     ,40;-75
40      ,-74      ,802       ,24     ,40;-75
39      ,-74      ,597       ,24     ,40;-75
39      ,-75      ,3739      ,24     ,40;-75
39      ,-74      ,1156      ,24     ,40;-75
39      ,-75      ,2978      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,4842      ,24     ,40;-75
39      ,-74      ,5000      ,24     ,40;-75
41      ,-75      ,202       ,24     ,40;-75
39      ,-75      ,3036      ,24     ,40;-75
40      ,-75      ,7896      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,2069      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
38      ,-75      ,379       ,24     ,40;-75
40      ,-75      ,3323      ,24     ,40;-75
39      ,-75      ,950       ,24     ,40;-75
39      ,-74      ,9450      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,5151      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,8253      ,24     ,40;-75
39      ,-75      ,6454      ,24     ,40;-75
38      ,-74      ,1024      ,24     ,40;-75
39      ,-75      ,7153      ,24     ,40;-75
40      ,-74      ,819       ,24     ,40;-75
40      ,-76      ,1519      ,24     ,40;-75
40      ,-75      ,6618      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,5446      ,24     ,40;-75
40      ,-76      ,5378      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,7891      ,24     ,40;-75
41      ,-74      ,9916      ,24     ,40;-75
39      ,-75      ,1303      ,24     ,40;-75
40      ,-75      ,6189      ,24     ,40;-75
39      ,-75      ,6983      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,870       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,4422      ,24     ,40;-75
39      ,-75      ,1402      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,6563      ,24     ,40;-75
40      ,-75      ,478       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,4832      ,24     ,40;-75
40      ,-74      ,1090      ,24     ,40;-75
40      ,-76      ,3876      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,1526006   ,24     ,40;-75
39      ,-75      ,10687     ,24     ,40;-75
40      ,-73      ,3279      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,4400      ,24     ,40;-75
40      ,-76      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,26800     ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,12        ,24     ,40;-75
40      ,-76      ,2810      ,24     ,40;-75
39      ,-75      ,668       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,868       ,24     ,40;-75
39      ,-74      ,2111      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,3239      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,11456     ,24     ,40;-75
40      ,-76      ,455       ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,202       ,24     ,40;-75
39      ,-74      ,10650     ,24     ,40;-75
40      ,-75      ,5898      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,11593     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,1706      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,3509      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,9926      ,24     ,40;-75
39      ,-74      ,895       ,24     ,40;-75
39      ,-75      ,4038      ,24     ,40;-75
39      ,-75      ,7382      ,24     ,40;-75
39      ,-74      ,4146      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,14303     ,24     ,40;-75
39      ,-74      ,3943      ,24     ,40;-75
40      ,-75      ,1126      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,9950      ,24     ,40;-75
39      ,-74      ,20249     ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
38      ,-74      ,3270      ,24     ,40;-75
39      ,-75      ,60724     ,24     ,40;-75
39      ,-75      ,1377      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,8380      ,24     ,40;-75
39      ,-75      ,8468      ,24     ,40;-75
39      ,-74      ,8624      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,538       ,24     ,40;-75
40      ,-75      ,2951      ,24     ,40;-75
39      ,-75      ,2531      ,24     ,40;-75
39      ,-75      ,5327      ,24     ,40;-75
40      ,-76      ,2061      ,24     ,40;-75
40      ,-75      ,5746      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,5575      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,1826      ,24     ,40;-75
41      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,1115      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,974       ,24     ,40;-75
39      ,-74      ,39558     ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-76      ,372       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
41      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,2720      ,24     ,40;-75
39      ,-75      ,8786      ,24     ,40;-75
40      ,-74      ,342       ,24     ,40;-75
39      ,-74      ,7907      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,2998      ,24     ,40;-75
40      ,-75      ,440       ,24     ,40;-75
40      ,-76      ,955       ,24     ,40;-75
40      ,-74      ,3092      ,24     ,40;-75
40      ,-74      ,579       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
38      ,-75      ,544       ,24     ,40;-75
39      ,-75      ,25349     ,24     ,40;-75
39      ,-74      ,1735      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,7833      ,24     ,40;-75
39      ,-76      ,2781      ,24     ,40;-75
38      ,-75      ,2576      ,24     ,40;-75
40      ,-74      ,7186      ,24     ,40;-75
41      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,3779      ,24     ,40;-75
39      ,-74      ,7092      ,24     ,40;-75
39      ,-75      ,588       ,24     ,40;-75
40      ,-74      ,5600      ,24     ,40;-75
38      ,-75      ,122       ,24     ,40;-75
40      ,-75      ,5744      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,3715      ,24     ,40;-75
40      ,-76      ,1295      ,24     ,40;-75
40      ,-74      ,6461      ,24     ,40;-75
38      ,-75      ,341       ,24     ,40;-75
40      ,-75      ,349       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,913       ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-76      ,-999      ,24     ,40;-75
38      ,-75      ,449       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,8194      ,24     ,40;-75
40      ,-74      ,3041      ,24     ,40;-75
40      ,-76      ,3044      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,10233     ,24     ,40;-75
39      ,-75      ,11443     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,10795     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,2114      ,24     ,40;-75
40      ,-74      ,4563      ,24     ,40;-75
39      ,-75      ,1408      ,24     ,40;-75
38      ,-74      ,5325      ,24     ,40;-75
40      ,-74      ,1358      ,24     ,40;-75
39      ,-74      ,2472      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-76      ,2077      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,8179      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
41      ,-74      ,13        ,24     ,40;-75
39      ,-74      ,2365      ,24     ,40;-75
40      ,-74      ,3550      ,24     ,40;-75
40      ,-74      ,2528      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,1203      ,24     ,40;-75
41      ,-75      ,1182      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,3906      ,24     ,40;-75
40      ,-74      ,1442      ,24     ,40;-75
40      ,-75      ,930       ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-76      ,298       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-76      ,4361      ,24     ,40;-75
40      ,-75      ,2369      ,24     ,40;-75
38      ,-74      ,3607      ,24     ,40;-75
41      ,-75      ,3170      ,24     ,40;-75
39      ,-74      ,8411      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,8511      ,24     ,40;-75
40      ,-75      ,4055      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,13613     ,24     ,40;-75
40      ,-74      ,4581      ,24     ,40;-75
39      ,-75      ,2546      ,24     ,40;-75
40      ,-73      ,1412      ,24     ,40;-75
39      ,-76      ,653       ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,7242      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,1872      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,3695      ,24     ,40;-75
39      ,-74      ,1170      ,24     ,40;-75
40      ,-75      ,870       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,1847      ,24     ,40;-75
39      ,-74      ,3896      ,24     ,40;-75
40      ,-74      ,2719      ,24     ,40;-75
39      ,-75      ,2854      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
40      ,-74      ,981       ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,28400     ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
39      ,-75      ,-999      ,24     ,40;-75
40      ,-75      ,-999      ,24     ,40;-75
41      ,-75      ,1409      ,24     ,40;-75
40      ,-76      ,13394     ,24     ,40;-75
39      ,-74      ,11223     ,24     ,40;-75
39      ,-75      ,5146      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
39      ,-74      ,6354      ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,2178      ,24     ,40;-75
40      ,-75      ,422       ,24     ,40;-75
39      ,-74      ,10133     ,24     ,40;-75
39      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,1385      ,24     ,40;-75
39      ,-76      ,2809      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-75      ,2849      ,24     ,40;-75
40      ,-74      ,-999      ,24     ,40;-75
40      ,-76      ,600       ,24     ,40;-75
40      ,-75      ,1988      ,24     ,40;-75
40      ,-75      ,7360      ,24     ,40;-75
40      ,-76      ,163       ,24     ,40;-75
